AUNumber,InstName,Category,IUNumber,IU,CountyName,StatusDescription,EffectiveDate,PhoneNumber,PhoneNumberExtn,WebAddress,MailingAddressLine1,MailingAddressLine2,MailingCity,MailingState,MailingZipCode,MailingZipCodeExtn,LocationAddressLine1,LocationAddressLine2,LocationCity,LocationState,LocationZipCode,LocationZipCodeExtn,Title,Salutation,FirstName,MiddleInitial,LastName,Suffix,AdminPhoneNumber,AdminPhoneNumberExtn,CommissionStartDate,CommissionExpirationDate,
326649524,"NCC Drivers Education, Inc.",Private Driver Training School,19,Northeastern Educational IU 19,Wayne,Open,03/09/2009,(570)660-7634,,,2815 Long Pond Road,,Long Pond,PA,18334,,2815 Long Pond Road,,Long Pond,PA,18334,,Director,,Mark,J,Nat,,(570)660-7634,,,,
300026605,Necessities,Miscellaneous,3,Allegheny IU 3,Allegheny,Open,04/05/2000,(412)338-0133,,,1319-21 5th Ave,,Pittsburgh,PA,15219,,1319-21 5th Ave,,Pittsburgh,PA,15219,,Director,Ms,Fay, ,Hong-Long,,,,,,
326510118,Need in Deed,Act 48 Independent Provider,,,Philadelphia,Open,08/19/2002,(215)242-6333,,http://www.needindeed.org,8616 Germantown Ave.,2nd floor Rear,Philadelphia,PA,19118,,8616 Germantown Ave.,2nd floor Rear,Philadelphia,PA,19118,,,,,,,,,,,,
302020002,Neighborhood Academy,"Nonpublic, Non-Licensed School",2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,11/29/2001,(412)362-2001,,,709 North Aiken Ave,,Pittsburgh,PA,15206,,709 North Aiken Ave,,Pittsburgh,PA,15206,,Principal,Ms,Josephine,B,Moore,,,,,,
300226125,Neighborhood Ctr United Meth C,Miscellaneous,15,Capital Area IU 15,Dauphin,Open,04/02/1997,(717)233-6541,,,1801 N 3rd St,,Harrisburg,PA,17102,1843,1801 N 3rd St,,Harrisburg,PA,17102,1843,Director,Mr,Daniel,M,Welliver,,,,,,
324023651,Neighborhood Learning Alliance,Miscellaneous,,,Allegheny,Open,06/06/2011,(412)363-1910,,,5429 Penn Ave,,Pittsburgh,PA,15206,,5429 Penn Ave,,Pittsburgh,PA,15206,,Director,Mr,David,,Serbin,,(412)363-1910,,,,
222091792,Neighborhood Learning Ctr,"Nonpublic, Non-Licensed School",22,Bucks County IU 22,Bucks,Open,10/01/1992,(215)766-0356,,,PO Box 386,,Plumsteadville,PA,18949,0386,5511 Route 611,,Plumsteadville,PA,18949,,Principal,,Dan,,Brosius,,,,,,
300364190,Neighborhood Services,Miscellaneous,13,Lancaster-Lebanon IU 13,Lancaster,Open,02/06/1996,(717)392-2175,,,100 S Queen St,,Lancaster,PA,17603,5368,100 S Queen St,,Lancaster,PA,17603,5368,,,,,,,,,,,
305515915,Neil Daycare,Miscellaneous,,,Philadelphia,Open,06/15/2013,(215)232-3800,,,2633 West Girard Avenue,,Philadelphia,PA,19130,,2633 West Girard Avenue,,Philadelphia,PA,19130,,Director,Ms,Nita,,Neal,,(215)232-3800,,,,
319350002,Neir Building,Miscellaneous,19,Northeastern Educational IU 19,Lackawanna,Open,02/07/2002,,,,1200 Old Plank Road,,Mayfield,PA,18433,,1200 Old Plank Road,,Mayfield,PA,18433,,,,,,,,,,,,
319350013,NEIU Learning Center,Miscellaneous,19,Northeastern Educational IU 19,Lackawanna,Open,08/16/2005,,,,110 Betty Street,,Eynon,PA,18403,1248,110 Betty Street,,Eynon,PA,18403,1248,,,,,,,,,,,
370197714,NEIU/NHS Partial Hospitalization Program,Miscellaneous,19,Northeastern Educational IU 19,Columbia,Open,11/10/2009,(570)282-5474,,,185 Fallbrook Street,,Carbondale,PA,18407,,185 Fallbrook Street,,Carbondale,PA,18407,,Education Director,Ms,Kelly,,Stot,,,,,,
410147201,Nesbitt Library,Library,,,Luzerne,Open,12/20/2002,(570)675-9212,,,Old Route 115 ,P O Box PSU ,Lehman ,PA,18627,0217,Old Route 115 ,P O Box PSU ,Lehman ,PA,18627,0217,,,,,,,,,,,
300090006,Neshaminy Kids Club,Miscellaneous,,,Bucks,Open,05/28/2002,(215)752-5352,,,P. O. Box 947,,Langhorne,PA,19047,,P. O. Box 947,,Langhorne,PA,19047,,,,,,,,,,,,
122097502,Neshaminy SD,School District,22,Bucks County IU 22,Bucks,Open,06/08/1999,(215)809-6500,,http://www.neshaminy.k12.pa.us,2001 Old Lincoln Hwy,,Langhorne,PA,19047,3295,2001 Old Lincoln Hwy,,Langhorne,PA,19047,3295,Acting Superintendent,Dr,Gloria,,Hancock,,(215)809-6000,,09/29/2015,09/28/2016,
122097502,Neshaminy SD,School District,22,Bucks County IU 22,Bucks,Open,06/08/1999,(215)809-6500,,http://www.neshaminy.k12.pa.us,2001 Old Lincoln Hwy,,Langhorne,PA,19047,3295,2001 Old Lincoln Hwy,,Langhorne,PA,19047,3295,Assistant Superintendent,Dr,Gloria,R,Hancock,,(215)809-6000,,12/01/2014,06/30/2018,
122097502,Neshaminy SD,School District,22,Bucks County IU 22,Bucks,Open,06/08/1999,(215)809-6500,,http://www.neshaminy.k12.pa.us,2001 Old Lincoln Hwy,,Langhorne,PA,19047,3295,2001 Old Lincoln Hwy,,Langhorne,PA,19047,3295,Business Manager,Mrs,Barbara,,Markowitz,,(215)809-6520,,,,
300093960,Neshaminy Valley Montessori School,"Licensed, Private Academic School",22,Bucks County IU 22,Bucks,Open,10/01/1990,(215)355-4373,,,4951 Central Ave,,Trevose,PA,19053,6205,4951 Central Ave,,Trevose,PA,19053,,Director,Ms,Helene,,Hines,,(215)364-1677,,,,
104375203,Neshannock Township SD,School District,4,Midwestern IU 4,Lawrence,Open,06/08/1999,(724)658-4793,,http://www.ntsd.org,3834 Mitchell Rd,,New Castle,PA,16105,1019,3834 Mitchell Rd,,New Castle,PA,16105,1019,Business Manager,Mr,Justin,,DiMuccio,,(724)658-4793,5105,,,
104375203,Neshannock Township SD,School District,4,Midwestern IU 4,Lawrence,Open,06/08/1999,(724)658-4793,,http://www.ntsd.org,3834 Mitchell Rd,,New Castle,PA,16105,1019,3834 Mitchell Rd,,New Castle,PA,16105,1019,Superintendent,Dr,Terence,P,Meehan,,,,07/01/2014,06/30/2018,
373131388,Nessa's Small Steps Child Care,Miscellaneous,,,Carbon,Open,07/15/2014,(570)722-8787,,,2591 State Route 903,,Albrightsville,PA,18210,,2591 State Route 903,,Albrightsville,PA,18210,,Director,Ms,Vanessa,,Cole,,(347)267-8363,,,,
394516054,Network for Teaching Entrepreneurship,Act 48 Independent Provider,,,Philadelphia,Open,02/07/2011,(215)205-0075,,,1509 Cecil B. Moore Avenue Rm. 222,,Philadelphia,PA,19121,,1509 Cecil B. Moore Avenue Rm. 222,,Philadelphia,PA,19121,,,,,,,,,,,,
322090053,Network of Victim Assistance,Act 48 Independent Provider,,,Bucks,Open,08/21/2001,,,http://www.novabucks.org,"16 North Franklin Street, Suite 105",,Doylestown,PA,18901,,"16 North Franklin Street, Suite 105",,Doylestown,PA,18901,,,,,,,,,,,,
300235330,Neumann College,Miscellaneous,25,Delaware County IU 25,Delaware,Open,07/25/2000,(610)459-0905,,,One Neumann Dr,,Aston,PA,19014,1298,One Neumann Dr,,Aston,PA,19014,1298,Director,Dr,Rosalie,M,Mirenda,,(610)459-0905,,,,
225234802,Neumann College Child Dev Ctr,"Nonpublic, Non-Licensed School",25,Delaware County IU 25,Delaware,Open,10/30/2013,(610)558-5611,,,One Neumann Drive,,Aston,PA,19014,0000,One Neumann Drive,,Aston,PA,19014,0000,Principal,Ms,Mary Ann,,Melisi,,,,,,
425236454,Neumann University,Private College and University,,,Delaware,Open,07/01/1986,(610)459-0905,,http://www.neumann.edu,One Neumann Drive,,Aston,PA,19014,1298,One Neumann Drive,,Aston,PA,19014,1298,Chief Executive Officer,Dr,Rosalie   ,M,Mirenda         ,,(610)558-5501,,,,
902024287,Neville Chemical Company ,Library,,,Allegheny,Open,06/14/1994,(412)331-4200,294,,Library ,2800 Neville Rd,Pittsburgh ,PA,15225,1496,Library ,2800 Neville Rd,Pittsburgh ,PA,15225,1496,,,,,,,,,,,
326010102,New Africa Center,Act 48 Independent Provider,,,Philadelphia,Open,03/09/2006,(215)386-4090,,,4243 Lancaster Avenue,,Philadelphia,PA,19104,,4243 Lancaster Avenue,,Philadelphia,PA,19104,,,,,,,,,,,,
917080603,New Albany Community Library Inc *,Library,,,Bradford,Open,11/14/2000,(570)363-2418,,http://www.d3web.com/newalbany/index.html,Front St,,New Albany,PA,18833,,Front St,,New Albany,PA,18833,,Director,,Doris , ,Hugo ,,(570)363-2418,,,,
907651053,New Alexandria Public Library *,Library,,,Westmoreland,Open,11/14/2000,(724)668-7747,,,Keystone Plaza,P O Box 405,New Alexandria,PA,15670,,Keystone Plaza,P O Box 405,New Alexandria,PA,15670,,Director,,Jennifer, ,Graham,,(724)668-7747,,,,
330519927,New Arisens Childcare Solutions LLC,Miscellaneous,,,Philadelphia,Open,08/17/2013,(215)329-3300,,,4400A Whitaker Avenue,,Philadelphia,PA,19120,4630,4400A Whitaker Avenue,,Philadelphia,PA,19120,4630,Director,Ms,Scyita,,Smith,,(215)329-3300,,,,
300516200,New Beam of Light Academy,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,09/07/1999,,,,4933 Walnut St,,Philadelphia,PA,19139,,4933 Walnut St,,Philadelphia,PA,19139,,,,,,,,,,,,
334519882,NEW BEGINNINGS DAY CARE,Miscellaneous,,,Philadelphia,Open,02/23/2010,(215)765-1012,,,1328 N. 26TH STREET,,PHILADELPHIA,PA,19121,,1328 N. 26TH STREET,,PHILADELPHIA,PA,19121,,Director,Ms,Dana,,Williams,,(215)765-1012,,,,
206166954,New Bethlehem Mennonite School,"Nonpublic, Non-Licensed School",6,Riverview IU 6,Clarion,Open,10/01/1992,(814)275-3079,,,805 Frosty Road,,New Bethlehem,PA,16242,,Packing Road,,New Bethlehem,PA,16242,,Principal,,Ronald,,Reinford,,,,,,
228034004,New Bethlehem Wesleyan Methodist School,"Nonpublic, Non-Licensed School",28,ARIN IU 28,Armstrong,Open,10/01/1992,(724)545-1334,,,Martha J. Taylor,140 Calhoun School Road,New Bethlehem,PA,16242,6028,140 Calhoun School Road,,New Bethlehem,PA,16242,,Principal,,Martha,J,Taylor,,,,,,
300679110,NEW BIRTH OF FREEDOM COUNCIL,"Other Private, Non-Licensed Entity",12,Lincoln IU 12,York,Open,07/06/1990,(717)843-0901,,,2139 White St,,York,PA,17404,4953,2139 White St,,York,PA,17404,4953,,,,,,,,,,,
127045653,New Brighton Area SD,School District,27,Beaver Valley IU 27,Beaver,Open,06/08/1999,(724)843-1795,,http://www.nbasd.org/,3225 43rd St,,New Brighton,PA,15066,2655,3225 43rd St,,New Brighton,PA,15066,2655,Business Manager,Ms,Marydenise,,Feroce,,(724)843-1795,404,,,
127045653,New Brighton Area SD,School District,27,Beaver Valley IU 27,Beaver,Open,06/08/1999,(724)843-1795,,http://www.nbasd.org/,3225 43rd St,,New Brighton,PA,15066,2655,3225 43rd St,,New Brighton,PA,15066,2655,Superintendent,Dr,Joseph,A,Guarino,,(724)843-1795,402,07/01/2013,06/30/2018,
369043360,NEW BRIGHTON CARES DBA DAVIES DEVELOPMENTAL DAY CARE LLC,Miscellaneous,,,Beaver,Open,03/30/2007,(724)843-2005,,,615 PENN AVENUE,,NEW BRIGHTON,PA,15066,,615 PENN AVENUE,,NEW BRIGHTON,PA,15066,,Director,Ms,RENEE,,TURNER,,,,,,
927041113,New Brighton Public Library,Library,,,Beaver,Open,11/14/2000,(724)846-7991,,http://www.cobeaver.pa.us/Library/nb.html,1021 3rd Ave,,New Brighton,PA,15066,3011,1021 3rd Ave,,New Brighton,PA,15066,3011,Director,,Judy, ,Volkmar,,(724)846-7991,,,,
300094070,New Britain House,"Other Private, Non-Licensed Entity",22,Bucks County IU 22,Bucks,Open,05/09/1994,,,,Rte 152 & Newville Rd,,New Britain,PA,18901,,Rte 152 & Newville Rd,,New Britain,PA,18901,,,,,,,,,,,,
104375302,New Castle Area SD,School District,4,Midwestern IU 4,Lawrence,Open,09/28/1999,(724)656-4756,,http://www.ncasd.com,420 Fern St,,New Castle,PA,16101,2596,420 Fern St,,New Castle,PA,16101,2596,Business Manager,Mr,Joseph,,Ambrosini,,(724)656-4771,,,,
104375302,New Castle Area SD,School District,4,Midwestern IU 4,Lawrence,Open,09/28/1999,(724)656-4756,,http://www.ncasd.com,420 Fern St,,New Castle,PA,16101,2596,420 Fern St,,New Castle,PA,16101,2596,Superintendent,Mr,John,J,Sarandrea,,(724)656-4757,,10/19/2015,06/30/2020,
204373914,New Castle Christian Academy,"Nonpublic, Non-Licensed School",4,Midwestern IU 4,Lawrence,Open,10/01/1992,(724)658-5858,,,1701 Albert St,,New Castle,PA,16105,2643,1701 Albert Street,,New Castle,PA,16105,2643,Principal,Mr,James,,Sanderbeck,,,,,,
300375100,New Castle Co Resc Miss,"Other Private, Non-Licensed Entity",4,Midwestern IU 4,Lawrence,Open,07/06/1990,(724)652-4321,,,319 S Croton Ave,,New Castle,PA,16101,3581,319 S Croton Ave,,New Castle,PA,16101,3581,,,,,,,,,,,
300375400,New Castle Community YMCA,Miscellaneous,4,Midwestern IU 4,Lawrence,Open,12/16/1992,(724)658-4766,,,20 W Washington St,,New Castle,PA,16101,3908,20 W Washington St,,New Castle,PA,16101,3908,Director,Ms,Vicki, ,Dimuccio,,,,,,
304370000,New Castle Education Foundation,Miscellaneous,4,Midwestern IU 4,Lawrence,Open,05/22/2002,(724)656-4757,,,420 Fern Street,,New Castle,PA,16101,,420 Fern Street,,New Castle,PA,16101,,,,,,,,,,,,
904370302,New Castle Public Library,Library,,,Lawrence,Open,11/14/2000,(724)658-6659,,http://www.necastle.lib.pa.us,207 E North St,,New Castle,PA,16101,3691,207 E North St,,New Castle,PA,16101,3691,Director,,Sandra, ,Collins,,(724)658-6659,113,,,
404371687,New Castle School of Trades,Private Licensed School,,,Lawrence,Open,07/01/1986,(724)964-8811,,http://www.ncstrades.com,4117 Pulaski Road,,New Castle,PA,16101,,4117 Pulaski Road,,New Castle,PA,16101,,Chief Executive Officer,Mr,Jim     , ,Buttermore      ,,,,,,
404371687,New Castle School of Trades,Specialized Associate Degree-Granting,,,Lawrence,Open,07/01/1986,(724)964-8811,,http://www.ncstrades.com,4117 Pulaski Road,,New Castle,PA,16101,,4117 Pulaski Road,,New Castle,PA,16101,,Chief Executive Officer,Mr,Jim     , ,Buttermore      ,,,,,,
300020032,New Century Careers Center,Miscellaneous,,,Allegheny,Open,01/04/2002,,,,Regional Enterprise Tower,"425 Sixth Avenue, Suite 2610",Pittsburgh,PA,15219,,Regional Enterprise Tower,"425 Sixth Avenue, Suite 2610",Pittsburgh,PA,15219,,Chief Executive Officer,Mr,Barry,,Maciak,,,,,,
300020033,New Century Careers Center,Miscellaneous,,,Allegheny,Open,01/04/2002,,,,Regional Enterprise Tower,"425 Sixth Avenue, Suite 2610",Pittsburgh,PA,15219,,Regional Enterprise Tower,"425 Sixth Avenue, Suite 2610",Pittsburgh,PA,15219,,,,,,,,,,,,
402021149,New Century Careers Training Innovation Center,Private Licensed School,,,Allegheny,Open,11/02/2009,(412)258-6620,,http://www.ncsquared.com/default.asp,305 East Carson Street,,Pittsburgh,PA,15219,,305 East Carson Street,,Pittsburgh,PA,15219,,Chief Executive Officer,Mr,Edward,,Henry,,(412)258-6622,,,,
402021149,New Century Careers Training Innovation Center,Private Licensed School,,,Allegheny,Open,11/02/2009,(412)258-6620,,http://www.ncsquared.com/default.asp,305 East Carson Street,,Pittsburgh,PA,15219,,305 East Carson Street,,Pittsburgh,PA,15219,,Chief Executive Officer,Mr,Paul,,Anselmo,,(412)258-6622,,,,
402021149,New Century Careers Training Innovation Center,Private Licensed School,,,Allegheny,Open,11/02/2009,(412)258-6620,,http://www.ncsquared.com/default.asp,305 East Carson Street,,Pittsburgh,PA,15219,,305 East Carson Street,,Pittsburgh,PA,15219,,Chief Executive Officer,Ms,Amy,,Kent,,(412)258-6622,,,,
402021149,New Century Careers Training Innovation Center,Private Licensed School,,,Allegheny,Open,11/02/2009,(412)258-6620,,http://www.ncsquared.com/default.asp,305 East Carson Street,,Pittsburgh,PA,15219,,305 East Carson Street,,Pittsburgh,PA,15219,,Chief Executive Officer,Ms,Dana,,Friez,,(412)258-6622,,,,
309515845,New Choice Childcare Center,Miscellaneous,,,Philadelphia,Open,08/27/2011,(267)235-5524,,,7541 Dickens Place,,Philadelphia,PA,19153,,7541 Dickens Place,,Philadelphia,PA,19153,,Director,Mr,David,,Spriddle,,(267)235-5524,,,,
217596001,New Covenant Academy,"Nonpublic, Non-Licensed School",17,BLaST IU 17,Tioga,Open,10/01/1992,(570)662-2996,,,310 Extension St,,Mansfield,PA,16933,1065,310 Extension,,Mansfield,PA,16933,1065,Principal,Dr,Jack,,Hundley,,,,,,
330412708,New Covenant Assembly of God dba New Covenant Kids Kare,Miscellaneous,17,BLaST IU 17,Lycoming,Open,01/09/2007,(570)547-2826,,,1270 Pinchtown Road,,Montgomery,pa,17752,,1270 Pinchtown Road,,Montgomery,pa,17752,,Director,Ms,Yvonne,,Barto,,(570)547-2826,,,,
213384803,New Covenant Christian School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lebanon,Open,10/01/1992,(717)274-2423,,,452 Ebenezer Rd,,Lebanon,PA,17046,1705,452 Ebenezer Rd,,Lebanon,PA,17046,1705,Principal,,James,,Hubbard,,,,,,
300226140,New Covenant Day Care Center,Miscellaneous,15,Capital Area IU 15,Dauphin,Open,05/20/1997,(717)231-7680,,,2107 N 6th St,,Harrisburg,PA,17110,2453,2107 N 6th St,,Harrisburg,PA,17110,2453,Director,Ms,Emma,L,Woodyard,,,,,,
915210483,New Cumberland Public Library,Library,,,Cumberland,Open,11/14/2000,(717)774-7820,,http://www.ccpa.net/NewCumbPL,1 Benjamin Plaza,,New Cumberland,PA,17070,1597,1 Benjamin Plaza,,New Cumberland,PA,17070,1597,Director,,Joy, ,Hamsher,,(717)774-7820,,,,
213360062,New Danville School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,09/01/2009,,,,120 River Hill Road,,Conestoga,PA,17516,,12 Tanyard Road,,Conestoga,PA,17516,,Principal,,Bennie,,King,,,,,,
111440001,New Day Charter School,Charter School                          ,11,Tuscarora IU 11,Huntingdon,Open,03/20/2003,(814)643-7112,,http://www.newdaycs.org,256 South Fifth Street,,Huntingdon,PA,16652,,256 South Fifth Street,,Huntingdon,PA,16652,,Chief Executive Officer,Mr,Steven,D,Fleck,,(814)643-7112,,,,
300211310,New Direction Rivendell,"Other Private, Non-Licensed Entity",15,Capital Area IU 15,Cumberland,Open,07/06/1990,(717)975-0880,,,4400 Old Gettysburg Rd,,Camp Hill,PA,17011,6631,4400 Old Gettysburg Rd,,Camp Hill,PA,17011,6631,,,,,,,,,,,
300261682,New Directions,Act 48 Independent Provider,,,Fayette,Open,09/06/2012,(724)434-5437,,,125 Chaffee Street,,Uniontown,PA,15401,,125 Chaffee Street,,Uniontown,PA,15401,,,,,,,,,,,,
300264750,New Directions,Miscellaneous,1,Intermediate Unit 1,Fayette,Open,07/30/1999,,,,PO Box 306,,Perryopolis,PA,15473,,PO Box 306,,Perryopolis,PA,15473,,,,,,,,,,,,
301260006,New Directions,"Licensed, Private Academic School",1,Intermediate Unit 1,Fayette,Open,10/16/2009,(724)434-5437,,,125 Chaffee St,,Uniontown,PA,15401,,125 Chaffee St,,Uniontown,PA,15401,,Director,Ms,Michelle,L,DeMoss,,(724)245-0205,,,,
300510013,New Dynasty/Chinatown Learning Center,Miscellaneous,,,Philadelphia,Open,09/17/2001,(215)922-4227,,,1034 Spring Street,,Philadelphia,PA,19107,,1034 Spring Street,,Philadelphia,PA,19107,,,,,,,,,,,,
229544702,New England Valley Mennonite,"Nonpublic, Non-Licensed School",29,Schuylkill IU 29,Schuylkill,Open,10/01/1992,(570)668-4239,,,1020 Evergreen Drive,,Tamaqua,PA,18252,9705,Valley Road,,Tamaqua,PA,18252,,Principal,,Kenneth,,Mast,,,,,,
907651083,New Florence Community Library,Library,,,Westmoreland,Open,11/14/2000,(724)235-2249,,http://www.youron.net/nflibrary,122 Ligonier Street,,New Florence,PA,15944,,122 Ligonier Street,,New Florence,PA,15944,,Director,,Margaret, ,Betz,,(724)235-2249,,,,
126513420,New Foundations CS,Charter School                          ,26,Philadelphia IU 26,Philadelphia,Open,06/19/2000,(215)624-8100,,http://www.nfcs.k12.pa.us,8001 Torresdale Ave,,Philadelphia,PA,19136,,8001 Torresdale Ave,,Philadelphia,PA,19136,,Chief Executive Officer,Mr,Paul,,Stadelberger,,(215)624-8100,,,,
300510045,New Frankford Community Y,Miscellaneous,,,Philadelphia,Open,01/17/2003,,,,4700 Leiper Street,,Philadelphia,PA,19124,,4700 Leiper Street,,Philadelphia,PA,19124,,,,,,,,,,,,
300514709,New Garden Airport,Act 48 Independent Provider,,,Philadelphia,Open,03/17/2015,(267)576-2141,,,106 Ladbrook Lane,,Kennett Square,PA,19348,,106 Ladbrook Lane,,Kennett Square,PA,19348,,,,,,,,,,,,
215224903,New Generation Christian Acad,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lebanon,Open,10/01/1996,(717)272-8612,,,27-29 North 10th St.,,Lebanon,PA,17046,,27-29 North 10th Street,,Lebanon,PA,17046,,Principal,,Bishop David,W,"Kendall, Sr",,,,,,
300395150,New Generation Learning Ctr,Miscellaneous,21,Carbon-Lehigh IU 21,Lehigh,Open,11/08/1999,(610)434-2456,,,42 N 7th St,,Allentown,PA,18102,,42 N 7th St,,Allentown,PA,18102,,Director,Ms,Olgie, ,Moreno,,,,,,
300235300,New Gulph Childrens Center,"Licensed, Private Academic School",25,Delaware County IU 25,Delaware,Open,10/01/1990,(610)688-2411,,,610 Conestoga & Sproul Rds,,Villanova,PA,19085,1329,610 Conestoga & Sproul Rds,,Villanova,PA,19085,,Director,Ms,Nancy,K,Klein,,(610)789-8167,,,,
300464830,New Hanover Child Care Ltd,Miscellaneous,23,Montgomery County IU 23,Montgomery,Open,10/22/1993,(610)323-8033,,,2797 N Charlotte St,,Gilbertsville,PA,19525,9719,2797 N Charlotte St,,Gilbertsville,PA,19525,9719,Director,,Robin, ,Schmale,,,,,,
213364552,New Haven Mennonite School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1997,(717)626-1603,,,225 Crest Rd,,Lititz,PA,17543,9593,225 Crest Rd,,Lititz,PA,17543,9593,Principal,,Linford,,Weaver,,,,,,
300364200,New Holland Church of Nazarene,"Other Private, Non-Licensed Entity",13,Lancaster-Lebanon IU 13,Lancaster,Open,07/06/1990,,,,428 Ranck Rd,,New Holland,PA,17557,9365,428 Ranck Rd,,New Holland,PA,17557,9365,,,,,,,,,,,
213364602,New Holland Early Learning Center,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1997,(717)354-4440,,,18 Western Ave,,New Holland,PA,17557,1127,18 Western Ave,,New Holland,PA,17557,1127,Principal,,Wanda,G,Coleman,,,,,,
322090000,New Hope Academy,"Licensed, Private Academic School",22,Bucks County IU 22,Bucks,Open,07/12/2001,(215)493-4200,,,301 Oxford Valley Road,Makefield Executive Quarters Bldg 1701,Yardley,PA,19067,,301 Oxford Valley Road,Makefield Executive Quarters Bldg 1701,Yardley,PA,19067,,Director,Mr,David,A,Kennedy,,(215)757-1257,,,,
322090041,New Hope Academy,"Licensed, Private Academic School",22,Bucks County IU 22,Bucks,Open,07/13/2006,(215)345-9333,,,350 S Main St,,Doylestown,PA,18901,,350 S Main St,,Doylestown,PA,18901,,Director,Mr,David,,Kennedy,,(215)757-1257,,,,
181677919,New Hope Academy CS,Charter School                          ,12,Lincoln IU 12,York,Open,07/17/2007,(717)845-4046,,http://www.newhopeacademycharterschool.com,459 W. King St.,,York,PA,17401,3801,459 W. King St.,,York,PA,17401,3801,Chief Executive Officer,Mr,Christopher,J,Gibbs,,,,,,
300510051,New Hope Adult Day Care,Miscellaneous,,,Philadelphia,Open,04/22/2003,,,,10750 Bustleton Avenue,,Philadelphia,PA,19116,,10750 Bustleton Avenue,,Philadelphia,PA,19116,,,,,,,,,,,,
226510047,New Hope Christian Academy,"Nonpublic, Non-Licensed School",26,Philadelphia IU 26,Philadelphia,Open,03/04/2011,(215)391-0003,,,6359 Ross Street,,Philadelphia,PA,19144,,1345 McFerran Street,,Philadelphia,PA,19140,,Principal,Ms,Alicia,,Williams-Clark,,,,,,
213360052,New Hope Parochial School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,09/04/2007,,,,10 Sandstone Dr,,Paradise,PA,17562,,1921-A Mine Road,,Paradise,PA,17562,,Principal,,Samuel,,Beiler,,,,,,
122097604,New Hope-Solebury SD,School District,22,Bucks County IU 22,Bucks,Open,06/08/1999,(215)862-2552,,http://www.nhsd.org,180 W Bridge St,,New Hope,PA,18938,1424,180 W Bridge St,,New Hope,PA,18938,1424,Assistant Superintendent,Mr,Steven,M,Yanni,,(215)862-2552,,04/21/2015,04/20/2020,
122097604,New Hope-Solebury SD,School District,22,Bucks County IU 22,Bucks,Open,06/08/1999,(215)862-2552,,http://www.nhsd.org,180 W Bridge St,,New Hope,PA,18938,1424,180 W Bridge St,,New Hope,PA,18938,1424,Business Manager,Mr,Andrew,G,Lechman,,(215)862-5372,3226,,,
122097604,New Hope-Solebury SD,School District,22,Bucks County IU 22,Bucks,Open,06/08/1999,(215)862-2552,,http://www.nhsd.org,180 W Bridge St,,New Hope,PA,18938,1424,180 W Bridge St,,New Hope,PA,18938,1424,Superintendent,Dr,Steven,M,Yanni,,(215)862-2552,3292,12/01/2015,11/30/2020,
300516210,New Horizon Ed Research,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,07/06/1990,(215)229-1102,,,1900 W Tioga St,,Philadelphia,PA,19140,3916,1900 W Tioga St,,Philadelphia,PA,19140,3916,Director,Ms,Carol,M,Idogan,,,,,,
402029079,New Horizons Computer Learning Center Institute,Private Licensed School,,,Allegheny,Open,09/08/2000,(412)920-5100,,http://www.newhorizons.com,"3 Parkway Center, Suite 103",,Pittsburgh,PA,15220,,"3 Parkway Center, Suite 103",,Pittsburgh,PA,15220,,Chief Executive Officer,Dr,Denis,,Rudd,II,(412)920-1500,,,,
402029079,New Horizons Computer Learning Center Institute,Private Licensed School,,,Allegheny,Open,09/08/2000,(412)920-5100,,http://www.newhorizons.com,"3 Parkway Center, Suite 103",,Pittsburgh,PA,15220,,"3 Parkway Center, Suite 103",,Pittsburgh,PA,15220,,Chief Executive Officer,Mr,Denis,P,Rudd,II,(412)920-1500,,,,
402029079,New Horizons Computer Learning Center Institute,Private Licensed School,,,Allegheny,Open,09/08/2000,(412)920-5100,,http://www.newhorizons.com,"3 Parkway Center, Suite 103",,Pittsburgh,PA,15220,,"3 Parkway Center, Suite 103",,Pittsburgh,PA,15220,,Chief Executive Officer,Ms,Noelle,,Priddy,,(412)920-1500,,,,
420483179,New Horizons Computer Learning Center of Allentown,Private Licensed School,,,Northampton,Open,03/18/2004,(800)507-8398,,http://www.nhallentown.com,100 Brodhead Road,"Lehigh Valley Ind. Park IV, Suite 120",Bethlehem,PA,18017,,100 Brodhead Road,"Lehigh Valley Ind. Park IV, Suite 120",Bethlehem,PA,18017,,Acting Executive Director,Ms,Sarah,,Haydt,,(610)867-4002,,,,
