LEAAUNumber,LEAInstName,LEACategory,LEAIUNumber,LEAIU,LEACountyName,LEAStatus,LEAStatusEffectiveDate,LEAWebAddress,LEAMailingAddressLine1,LEAMailingAddressLine2,LEAMailingCity,LEAMailingState,LEAMailingZipCode,LEAMailingZipCodeExtn,LEALocationAddressLine1,LEALocationAddressLine2,LEALocationCity,LEALocationState,LEALocationZipCode,LEALocationZipCodeExtn,LEAPhoneNumber,LEAPhoneNumberExtn,LEAAdminTitle,LEAAdminSalutation,LEAAdminFirstName,LEAAdminMiddleInitial,LEAAdminLastName,LEAAdminSuffix,LEAAdminPhone,LEAAdminPhoneExtn,SchoolInstCtgyDesc,SchoolAUNNum,SchoolBranchNum,SchoolName,GradeYear,GradeList,GradeCtgy,K4_Half,K4_Full,K5_Half,K5_Full,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Elementary_Ungraded,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Secondary_Ungraded,SchoolCountyName,SchoolStatus,SchoolStatusEffDate,SchoolWebAddress,SchoolPhone,SchoolPhoneExtn,SchoolMailingAddressLine1,SchoolMailingAddressLine2,SchoolMailingCity,SchoolMailingState,SchoolMailingZipCode,SchoolMailingZipCodeExtn,SchoolLocationAddressLine1,SchoolLocationAddressLine2,SchoolLocationCity,SchoolLocationState,SchoolLocationZipCode,SchoolLocationZipCodeExtn,SchoolAdminTitle,SchoolAdminSalutation,SchoolAdminFirstName,SchoolAdminMiddleInitial,SchoolAdminLastName,SchoolAdminSuffix,CyberSchoolInd,
103026852,North Allegheny SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.northallegheny.org,200 Hillvue Lane,,Pittsburgh,PA,15237,5344,200 Hillvue Lane,,Pittsburgh,PA,15237,5344,(412)366-2100,,Substitute Superintendent,Dr,Robert,J,Scherrer,,(412)369-5896,,Regular School,103026852,6603,Hosack El Sch,2015-2016,"K5H,1-5",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,07/09/1998,,(412)366-9664,,9275 Peebles Rd,,Allison Park,PA,15101,1926,9275 Peebles Rd,,Allison Park,PA,15101,1926,Principal,Ms,Amanda,,Mathieson,,,
103026852,North Allegheny SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.northallegheny.org,200 Hillvue Lane,,Pittsburgh,PA,15237,5344,200 Hillvue Lane,,Pittsburgh,PA,15237,5344,(412)366-2100,,Substitute Superintendent,Dr,Robert,J,Scherrer,,(412)369-5896,,Regular School,103026852,7346,Marshall El Sch,2015-2016,"K5H,1-5",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,07/09/1998,,(724)935-4044,,5135 Wexford Run Rd,,Wexford,PA,15090,7458,5135 Wexford Run Rd,,Wexford,PA,15090,7458,Principal,Mr,Marc,,Thornton,,,
103026852,North Allegheny SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.northallegheny.org,200 Hillvue Lane,,Pittsburgh,PA,15237,5344,200 Hillvue Lane,,Pittsburgh,PA,15237,5344,(412)366-2100,,Substitute Superintendent,Dr,Robert,J,Scherrer,,(412)369-5896,,Regular School,103026852,7379,Marshall MS,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,07/29/1994,,(724)934-6060,,5145 Wexford Run Rd,,Wexford,PA,15090,7458,5145 Wexford Run Rd,,Wexford,PA,15090,7458,Principal,Mr,Daniel,,Swoger,,,
103026852,North Allegheny SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.northallegheny.org,200 Hillvue Lane,,Pittsburgh,PA,15237,5344,200 Hillvue Lane,,Pittsburgh,PA,15237,5344,(412)366-2100,,Substitute Superintendent,Dr,Robert,J,Scherrer,,(412)369-5896,,Regular School,103026852,8305,North Allegheny HS,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,07/01/2013,,(724)934-7200,,10375 Perry Hwy,,Wexford,PA,15090,9210,10375 Perry Hwy,,Wexford,PA,15090,9210,Principal,Mr,John,,Kreider,,,
116479998,North Central Secure Trmnt Unt,State Juvenile Correctional Inst        ,16,Central Susquehanna IU 16,Montour,Open,07/16/1990,,13 Kirkbride Drive,,Danville,PA,17821,0390,13 Kirkbride Drive,,Danville,PA,17821,0390,(570)271-4710,,Principal,Mr,Matthew,,Schwenk,,(570)271-4751,,State Operated Educational Facility,116479998,7151,North Central Secure Trmnt Unt,2015-2016,7-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Montour,Open,03/02/1998,,(570)271-4710,,210 Clinic Rd,,Danville,PA,17821,8608,210 Clinic Rd,,Danville,PA,17821,8608,,Mr,Carl,,Krause,,,
106167504,North Clarion County SD,School District,6,Riverview IU 6,Clarion,Open,07/26/2000,http://www.northclarion.org,10439 Route 36,,Tionesta,PA,16353,9199,10439 Route 36,,Tionesta,PA,16353,9199,(814)744-8536,,Superintendent,Mr,Steven,L,Young,,(814)744-8536,,Regular School,106167504,1489,North Clarion Co JSHS,2015-2016,7-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Clarion,Open,06/21/2000,,(814)744-8544,,10439 Route 36,,Tionesta,PA,16353,9199,10439 Route 36,,Tionesta,PA,16353,9199,Principal,Mr,Ryan,J,Cornecki,,,
106167504,North Clarion County SD,School District,6,Riverview IU 6,Clarion,Open,07/26/2000,http://www.northclarion.org,10439 Route 36,,Tionesta,PA,16353,9199,10439 Route 36,,Tionesta,PA,16353,9199,(814)744-8536,,Superintendent,Mr,Steven,L,Young,,(814)744-8536,,Regular School,106167504,5139,North Clarion Co El Sch,2015-2016,"PreKF,K5F-6",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Clarion,Open,06/21/2000,,(814)744-8541,,10439 Route 36,,Tionesta,PA,16353,9199,10439 Route 36,,Tionesta,PA,16353,9199,Principal,Mr,Richard,S,Smith,,,
105258303,North East SD,School District,5,Northwest Tri-County IU 5,Erie,Open,06/08/1999,http://www.nesd1.org,50 E Division St,,North East,PA,16428,1351,50 E Division St,,North East,PA,16428,1351,(814)725-8671,3900,Superintendent,Dr,Frank,M,McClard,,(814)725-8671,3907,Regular School,105258303,4946,Earle C Davis Primary,2015-2016,K5F-2,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Erie,Open,08/17/2000,http://www.nesd1.org,(814)725-8671,3050,50 E Division St,,North East,PA,16428,1351,50 E Division St,,North East,PA,16428,1351,Principal,Dr,Jennifer,M,Ritter,,,
105258303,North East SD,School District,5,Northwest Tri-County IU 5,Erie,Open,06/08/1999,http://www.nesd1.org,50 E Division St,,North East,PA,16428,1351,50 E Division St,,North East,PA,16428,1351,(814)725-8671,3900,Superintendent,Dr,Frank,M,McClard,,(814)725-8671,3907,Regular School,105258303,6144,North East Intrmd El,2015-2016,3-5,ELEMENTARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Erie,Open,08/17/2000,http://www.nesd1.org,(814)725-8671,3000,50 E Division Street,,North East,PA,16428,1317,50 E Division Street,,North East,PA,16428,1317,Principal,Mr,Brian,E,Emick,,,
105258303,North East SD,School District,5,Northwest Tri-County IU 5,Erie,Open,06/08/1999,http://www.nesd1.org,50 E Division St,,North East,PA,16428,1351,50 E Division St,,North East,PA,16428,1351,(814)725-8671,3900,Superintendent,Dr,Frank,M,McClard,,(814)725-8671,3907,Regular School,105258303,6145,North East HS,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Erie,Open,08/17/2000,http://www.nesd1.org,(814)725-8671,1000,1901 Freeport Rd,,North East,PA,16428,1905,1901 Freeport Rd,,North East,PA,16428,1905,Principal,Mr,Regan,B,Tanner,,,
105258303,North East SD,School District,5,Northwest Tri-County IU 5,Erie,Open,06/08/1999,http://www.nesd1.org,50 E Division St,,North East,PA,16428,1351,50 E Division St,,North East,PA,16428,1351,(814)725-8671,3900,Superintendent,Dr,Frank,M,McClard,,(814)725-8671,3907,Regular School,105258303,7360,North East MS,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Erie,Open,08/17/2000,http://www.nesd1.org,(814)725-8671,2000,1903 Freeport Rd,,North East,PA,16428,1905,1903 Freeport Rd,,North East,PA,16428,1905,Principal,Mr,Gregory,A,Beardsley,,,
103026902,North Hills SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.nhsd.net,135 6th Ave,,Pittsburgh,PA,15229,1291,135 6th Ave,,Pittsburgh,PA,15229,1291,(412)318-1000,,Superintendent,Dr,Patrick,J,Mannarino,,(412)318-1004,,Regular School,103026902,0290,West View El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,12/13/1999,http://www.nhsd.net,(412)318-1502,,47 Chalfonte Ave,,Pittsburgh,PA,15229,1824,47 Chalfonte Ave,,Pittsburgh,PA,15229,1824,Principal,Mr,Jesse,,Simpson,,,
103026902,North Hills SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.nhsd.net,135 6th Ave,,Pittsburgh,PA,15229,1291,135 6th Ave,,Pittsburgh,PA,15229,1291,(412)318-1000,,Superintendent,Dr,Patrick,J,Mannarino,,(412)318-1004,,Regular School,103026902,0291,Ross El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,12/13/1999,http://www.nhsd.nete,(412)318-1542,,90 Houston Rd,,Pittsburgh,PA,15237,3699,90 Houston Rd,,Pittsburgh,PA,15237,3699,Principal,Mr,William,,McGahee,,,
103026902,North Hills SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.nhsd.net,135 6th Ave,,Pittsburgh,PA,15229,1291,135 6th Ave,,Pittsburgh,PA,15229,1291,(412)318-1000,,Superintendent,Dr,Patrick,J,Mannarino,,(412)318-1004,,Regular School,103026902,6106,North Hills MS,2015-2016,7-8,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,12/13/1999,http://www.nhsd.net,(412)318-1452,,55 Rochester Rd,,Pittsburgh,PA,15229,1188,55 Rochester Rd,,Pittsburgh,PA,15229,1188,Principal,Mr,David,,Lieberman,,,
103026902,North Hills SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.nhsd.net,135 6th Ave,,Pittsburgh,PA,15229,1291,135 6th Ave,,Pittsburgh,PA,15229,1291,(412)318-1000,,Superintendent,Dr,Patrick,J,Mannarino,,(412)318-1004,,Regular School,103026902,7101,North Hills SHS,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,12/13/1999,http://www.nhsd.net,(412)318-1402,,53 Rochester Rd,,Pittsburgh,PA,15229,1189,53 Rochester Rd,,Pittsburgh,PA,15229,1189,Principal,Mrs,Beth,,Williams,,,
103026902,North Hills SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.nhsd.net,135 6th Ave,,Pittsburgh,PA,15229,1291,135 6th Ave,,Pittsburgh,PA,15229,1291,(412)318-1000,,Superintendent,Dr,Patrick,J,Mannarino,,(412)318-1004,,Regular School,103026902,8052,McIntyre El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,07/01/2009,,(412)318-1622,,200 McIntyre Rd,,Pittsburgh,PA,15237,,200 McIntyre Rd,,Pittsburgh,PA,15237,,Principal,Mrs,Amy,,Mathieu,,,
103026902,North Hills SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.nhsd.net,135 6th Ave,,Pittsburgh,PA,15229,1291,135 6th Ave,,Pittsburgh,PA,15229,1291,(412)318-1000,,Superintendent,Dr,Patrick,J,Mannarino,,(412)318-1004,,Regular School,103026902,8142,Highcliff El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,07/01/2010,,(412)318-1582,,156 Peony Ave,,Pittsburgh,PA,15229,,156 Peony Ave,,Pittsburgh,PA,15229,,Principal,Mrs,Kristina,,Bilderback,,,
123465507,North Montco Tech Career Center,Career and Technical Center,23,Montgomery County IU 23,Montgomery,Open,07/06/1990,http://www.nmtcc.org,1265 Sumneytown Pike,,Lansdale,PA,19446,4712,1265 Sumneytown Pike,,Lansdale,PA,19446,4712,(215)368-1177,,Administrative Director,Mr,Michael,,Lucas,,(215)368-1177,100,Occupational CTC,123465507,4958,North Montco Tech Career Center,2015-2016,9-SUG,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Montgomery,Open,10/23/1997,http://www.nmtcc.org,(215)368-1177,,1265 Sumneytown Pike,,Lansdale,PA,19446,4712,1265 Sumneytown Pike,,Lansdale,PA,19446,4712,Administrative Director,Mr,Michael,,Lucas,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,3275,Kulp El Sch,2015-2016,"K5H,1-6",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,09/26/1997,,(215)368-3061,,801 Cowpath Rd,,Hatfield,PA,19440,2699,801 Cowpath Rd,,Hatfield,PA,19440,2699,Principal,Mr,Erik,,Huebner,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,3278,York Avenue El Sch,2015-2016,"K5H,1-6",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,07/17/2000,,(215)368-6002,,700 York Ave,,Lansdale,PA,19446,3331,700 York Ave,,Lansdale,PA,19446,3331,Principal,Mrs,Loretta,,Hoch,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,3280,Oak Park El Sch,2015-2016,"K5H,1-6",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,07/17/2000,,(215)368-4017,,500 Squirrel Ln,,Lansdale,PA,19446,1399,500 Squirrel Ln,,Lansdale,PA,19446,1399,Principal,Mr,Douglas,,Povilaitis,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,3309,Knapp El Sch,2015-2016,"K5H,1-6",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,08/28/1996,,(215)368-2054,,698 Knapp Road,,Lansdale,PA,19446,2957,698 Knapp Road,,Lansdale,PA,19446,2957,Principal,Mrs,Heather,,Mann,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,3322,Pennbrook MS,2015-2016,7-9,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,08/28/1996,,(215)699-9287,,1201 East Walnut Street,,North Wales,PA,19454,2331,1201 East Walnut Street,,North Wales,PA,19454,2331,Principal,Mr,James,,Galante,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,3323,Pennfield MS,2015-2016,7-9,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,05/12/2005,,(215)368-9600,,726 Forty Foot Rd,,Hatfield,PA,19440,2897,726 Forty Foot Rd,,Hatfield,PA,19440,2897,Principal,Dr,Barbara,,Galloway,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,3324,Penndale MS,2015-2016,7-9,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,07/29/1999,,(215)368-2700,,400 Penn St,,Lansdale,PA,19446,2896,400 Penn St,,Lansdale,PA,19446,2896,Principal,Dr,Sean,,O'Sullivan,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,3325,North Wales El Sch,2015-2016,"K5H,1-6",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,07/29/1999,,(215)699-4471,,201 Summit St,,North Wales,PA,19454,3298,201 Summit St,,North Wales,PA,19454,3298,Principal,Mr,Joseph,T,Covone,III,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,3379,Inglewood El Sch,2015-2016,"K5H,1-6",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,09/26/1997,,(215)368-2992,,1313 Allentown Road,,Lansdale,PA,19446,4199,1313 Allentown Road,,Lansdale,PA,19446,4199,Principal,Mr,Orlando,,Taylor,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,4830,Montgomery El Sch,2015-2016,"K5H,1-6",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,07/29/1999,,(215)368-6614,,1221 Stump Rd,,North Wales,PA,19454,5100,1221 Stump Rd,,North Wales,PA,19454,5100,Principal,Mr,Sean,,Arney,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,4831,Gwyn-Nor El Sch,2015-2016,"K5H,1-6",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,09/26/1997,,(215)368-7105,,139 Hancock Road,,North Wales,PA,19454,2299,139 Hancock Road,,North Wales,PA,19454,2299,Principal,Dr,Sylvannya,,Walters-Dantzler,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,5344,Hatfield El Sch,2015-2016,"K5H,1-6",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,08/30/1991,,(215)368-1585,,1701 Fairgrounds Road,,Hatfield,PA,19440,2827,1701 Fairgrounds Road,,Hatfield,PA,19440,2827,Principal,Mrs,D'Ana,,Waters,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,5345,North Penn SHS,2015-2016,10-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Montgomery,Open,11/07/1997,,(215)368-9800,,1340 S Valley Forge Rd,,Lansdale,PA,19446,4798,1340 S Valley Forge Rd,,Lansdale,PA,19446,4798,Principal,Mr,Todd,,Bauer,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,6907,General Nash El Sch,2015-2016,"K5H,1-6",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,07/29/1999,,(215)368-2407,,1560 Liberty Bell Dr,,Harleysville,PA,19438,3099,1560 Liberty Bell Dr,,Harleysville,PA,19438,3099,Principal,Mr,Jonathan,,Winkle,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,7314,Gwynedd Square El Sch,2015-2016,"K5H,1-6",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,07/29/1999,,(215)855-4331,,1641 Supplee Rd,,Lansdale,PA,19446,5466,1641 Supplee Rd,,Lansdale,PA,19446,5466,Principal,Ms,Judith,,Steinberg,,,
123465702,North Penn SD,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.npenn.org,401 E Hancock St,,Lansdale,PA,19446,3960,401 E Hancock St,,Lansdale,PA,19446,3960,(215)368-0400,,Superintendent,Dr,Curtis,R,Dietrich,,(215)853-1057,,Regular School,123465702,7406,Bridle Path El Sch,2015-2016,"K5H,1-6",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Montgomery,Open,07/29/1999,,(215)362-2200,,200 Bridle Path Rd,,Lansdale,PA,19446,1567,200 Bridle Path Rd,,Lansdale,PA,19446,1567,Principal,Mr,Jeff,,Macosko,,,
